390,390
495,495
167,167
400,400
119,119
47,47
666,666
456,456
837,837
306,306
296,296
549,549
207,207
711,711
732,732
417,417
417,417
729,729
378,378
650,650
308,308
423,423
430,430
702,702
461,461
24,24
908,908
8,8
72,72
59,59
423,423
956,956
556,556
51,51
233,233
200,200
596,596
62,62
47,47
813,813
552,552
382,382
865,865
69,69
931,931
470,470
96,96
244,244
951,951
870,870
134,134
666,666
23,23
172,172
530,530
391,391
372,372
271,271
937,937
314,314
929,929
106,106
15,15
207,207
18,18
766,766
586,586
194,194
355,355
380,380
399,399
404,404
366,366
472,472
21,21
117,117
837,837
519,519
526,526
528,528
489,489
313,313
866,866
391,391
139,139
343,343
991,991
160,160
729,729
819,819
114,114
948,948
676,676
162,162
736,736
565,565
637,637
723,723
417,417
131,131
32,32
292,292
610,610
289,289
394,394
442,442
255,255
813,813
886,886
95,95
267,267
522,522
143,143
796,796
470,470
745,745
921,921
23,23
33,33
230,230
919,919
562,562
942,942
312,312
519,519
386,386
627,627
373,373
135,135
700,700
381,381
84,84
325,325
824,824
855,855
717,717
794,794
366,366
520,520
840,840
975,975
692,692
666,666
43,43
885,885
52,52
192,192
967,967
583,583
848,848
189,189
776,776
651,651
438,438
47,47
400,400
770,770
545,545
637,637
334,334
660,660
831,831
923,923
502,502
332,332
427,427
208,208
716,716
888,888
260,260
121,121
561,561
840,840
820,820
350,350
120,120
240,240
597,597
76,76
793,793
759,759
823,823
39,39
635,635
205,205
283,283
196,196
35,35
880,880
896,896
926,926
279,279
595,595
527,527
864,864
517,517
152,152
928,928
502,502
924,924
544,544
55,55
854,854
387,387
217,217
14,14
647,647
894,894
220,220
773,773
671,671
889,889
222,222
396,396
196,196
272,272
942,942
930,930
564,564
370,370
720,720
317,317
406,406
195,195
630,630
634,634
223,223
500,500
725,725
726,726
438,438
682,682
797,797
826,826
402,402
395,395
246,246
92,92
254,254
768,768
516,516
39,39
987,987
533,533
855,855
777,777
540,540
988,988
43,43
565,565
251,251
626,626
116,116
694,694
543,543
501,501
65,65
856,856
298,298
866,866
931,931
233,233
946,946
370,370
730,730
270,270
971,971
199,199
132,132
666,666
168,168
805,805
932,932
507,507
697,697
541,541
869,869
507,507
705,705
385,385
520,520
329,329
45,45
86,86
627,627
554,554
406,406
568,568
382,382
411,411
1000,1000
129,129
931,931
579,579
798,798
990,990
594,594
432,432
189,189
64,64
50,50
900,900
853,853
379,379
80,80
733,733
589,589
453,453
273,273
287,287
813,813
77,77
462,462
166,166
445,445
339,339
582,582
947,947
961,961
495,495
55,55
955,955
424,424
211,211
763,763
551,551
463,463
6,6
190,190
685,685
241,241
276,276
300,300
516,516
665,665
72,72
312,312
761,761
276,276
960,960
596,596
41,41
459,459
649,649
536,536
934,934
922,922
774,774
358,358
585,585
621,621
138,138
613,613
740,740
685,685
993,993
188,188
790,790
223,223
431,431
491,491
955,955
263,263
761,761
719,719
57,57
524,524
829,829
912,912
407,407
142,142
585,585
854,854
242,242
950,950
875,875
739,739
749,749
439,439
322,322
914,914
218,218
44,44
377,377
955,955
35,35
992,992
123,123
781,781
244,244
527,527
161,161
519,519
203,203
984,984
952,952
337,337
391,391
839,839
349,349
535,535
806,806
556,556
615,615
