242,242
37,37
958,958
536,536
998,998
572,572
766,766
132,132
348,348
910,910
427,427
957,957
700,700
19,19
811,811
129,129
339,339
658,658
717,717
904,904
249,249
210,210
485,485
546,546
33,33
362,362
648,648
855,855
729,729
460,460
755,755
508,508
58,58
434,434
486,486
370,370
126,126
301,301
444,444
372,372
884,884
372,372
541,541
638,638
731,731
466,466
758,758
38,38
460,460
628,628
123,123
483,483
404,404
71,71
199,199
857,857
32,32
332,332
991,991
654,654
418,418
892,892
168,168
65,65
15,15
892,892
733,733
454,454
870,870
844,844
769,769
940,940
990,990
709,709
708,708
32,32
858,858
56,56
629,629
118,118
192,192
514,514
484,484
901,901
932,932
168,168
742,742
771,771
84,84
92,92
919,919
502,502
496,496
724,724
633,633
569,569
851,851
380,380
299,299
875,875
178,178
793,793
389,389
640,640
941,941
205,205
188,188
757,757
364,364
200,200
317,317
951,951
959,959
164,164
920,920
676,676
370,370
990,990
287,287
811,811
554,554
393,393
858,858
846,846
992,992
7,7
28,28
439,439
118,118
238,238
866,866
949,949
382,382
719,719
933,933
774,774
405,405
79,79
630,630
100,100
499,499
665,665
129,129
993,993
418,418
804,804
753,753
572,572
580,580
151,151
876,876
401,401
159,159
701,701
768,768
100,100
381,381
77,77
565,565
657,657
93,93
754,754
503,503
821,821
141,141
28,28
845,845
514,514
421,421
616,616
431,431
174,174
493,493
996,996
685,685
520,520
507,507
744,744
935,935
325,325
816,816
377,377
380,380
367,367
65,65
472,472
639,639
929,929
714,714
106,106
812,812
838,838
945,945
998,998
220,220
305,305
635,635
73,73
474,474
531,531
623,623
566,566
359,359
326,326
814,814
190,190
72,72
813,813
731,731
331,331
734,734
602,602
48,48
741,741
711,711
692,692
245,245
662,662
232,232
777,777
1,1
897,897
973,973
539,539
152,152
895,895
773,773
982,982
17,17
516,516
411,411
866,866
721,721
785,785
418,418
793,793
673,673
615,615
241,241
597,597
705,705
152,152
661,661
233,233
535,535
144,144
282,282
512,512
77,77
495,495
76,76
652,652
846,846
930,930
409,409
823,823
161,161
559,559
723,723
544,544
105,105
935,935
72,72
63,63
228,228
122,122
971,971
613,613
787,787
191,191
656,656
728,728
939,939
491,491
652,652
671,671
643,643
57,57
723,723
369,369
202,202
483,483
709,709
159,159
330,330
665,665
411,411
76,76
307,307
870,870
739,739
386,386
331,331
687,687
538,538
540,540
434,434
565,565
103,103
778,778
387,387
803,803
194,194
134,134
885,885
32,32
497,497
715,715
916,916
501,501
840,840
713,713
620,620
688,688
167,167
779,779
148,148
85,85
227,227
66,66
978,978
303,303
